equipment_id,0
ele0003323,98
ele0000467,75
ele0020095,74
ele0005553,70
ele0004696,63
ele0002934,63
ele0013037,62
ele0011434,62
ele0019245,57
ele0019717,53
ele0023165,53
ele0022300,53
ele0017968,50
ele0016438,49
ele0022612,49
ele0007638,48
ele0008182,48
ele0019278,45
ele0003814,44
ele0002797,43
ele0025522,42
ele0002697,42
ele0007878,41
ele0012805,41
ele0009203,41
ele0014477,41
ele0009597,40
ele0010654,40
ele0022900,40
ele0006323,40
ele0015341,39
ele0009635,39
ele0014658,39
ele0004645,39
ele0023420,39
ele0017448,39
ele0022621,39
ele0008661,39
ele0023816,39
ele0024211,38
ele0003800,38
ele0025349,37
ele0002175,37
ele0022245,37
ele0003357,37
ele0028218,37
ele0022030,37
ele0010430,37
ele0003960,36
ele0004104,36
ele0015092,36
ele0021026,36
ele0025287,36
ele0022601,36
ele0012270,35
ele0022460,35
ele0000621,35
ele0011394,35
ele0002091,35
ele0020274,35
ele0002672,35
ele0020273,35
ele0006378,34
ele0012230,34
ele0020803,34
ele0024012,34
ele0023547,34
ele0017667,33
ele0001904,33
ele0025228,33
ele0000040,33
ele0020847,33
ele0007814,33
ele0004414,33
ele0015485,33
ele0010403,33
ele0023687,32
ele0028344,32
ele0008000,32
ele0017530,32
ele0005114,32
ele0015301,32
ele0015910,32
ele0018809,32
ele0009573,32
ele0026449,32
ele0019882,32
ele0002343,32
ele0016327,32
ele0013079,31
ele0002599,31
ele0023075,31
ele0001991,31
ele0007291,31
ele0020689,31
ele0005570,31
ele0024536,31
ele0002206,31
ele0008746,31
ele0027276,31
ele0015778,31
ele0007751,31
ele0019062,31
ele0029496,31
ele0004065,31
ele0026731,30
ele0000640,30
ele0012648,30
ele0010638,30
ele0011151,30
ele0004981,30
ele0025850,30
ele0023158,30
ele0020355,30
ele0005190,30
ele0014387,30
ele0025844,30
ele0019515,30
ele0009735,30
ele0022872,30
ele0012898,30
ele0000267,30
ele0011725,30
ele0021776,30
ele0011992,30
ele0025986,30
ele0023875,29
ele0008247,29
ele0027282,29
ele0014719,29
ele0007853,29
ele0016829,29
ele0007107,29
ele0009596,29
ele0024606,29
ele0002359,29
ele0027963,29
ele0006714,29
ele0024751,29
ele0003609,29
ele0017833,29
ele0013068,29
ele0003749,29
ele0021319,29
ele0025997,29
ele0022072,29
ele0025270,28
ele0027697,28
ele0024313,28
ele0018662,28
ele0012786,28
ele0020077,28
ele0027296,28
ele0010785,28
ele0008598,28
ele0013562,28
ele0028846,28
ele0023337,28
ele0004702,28
ele0021302,28
ele0011163,28
ele0001231,28
ele0012263,28
ele0004298,28
ele0026508,28
ele0000251,28
ele0007525,28
ele0016200,28
ele0003972,28
ele0029489,28
ele0011527,28
ele0024013,28
ele0003694,28
ele0009773,28
ele0017698,28
ele0011472,28
ele0028809,28
ele0029400,28
ele0021284,27
ele0028725,27
ele0015671,27
ele0026383,27
ele0002006,27
ele0002392,27
ele0006763,27
ele0002017,27
ele0004660,27
ele0000265,27
ele0026119,27
ele0012810,27
ele0004110,27
ele0017772,27
ele0009308,27
ele0029572,27
ele0006690,27
ele0014963,27
ele0010907,27
ele0014412,27
ele0014174,27
ele0009708,27
ele0028440,27
ele0004326,27
ele0020887,27
ele0005322,27
ele0025767,27
ele0012812,27
ele0005787,27
ele0004710,26
ele0009608,26
ele0017731,26
ele0009515,26
ele0022206,26
ele0009804,26
ele0020408,26
ele0029635,26
ele0020119,26
ele0021035,26
ele0000472,26
ele0013725,26
ele0027237,26
ele0004144,26
ele0012717,26
ele0000763,26
ele0026917,26
ele0016903,26
ele0010105,26
ele0020538,26
ele0008188,26
ele0015183,26
ele0013323,26
ele0011180,26
ele0007258,26
ele0000149,26
ele0008757,26
ele0010630,26
ele0026737,26
ele0012655,26
ele0020204,25
ele0022820,25
ele0018464,25
ele0005738,25
ele0009327,25
ele0018098,25
ele0005262,25
ele0018427,25
ele0029719,25
ele0021893,25
ele0014801,25
ele0025663,25
ele0027064,25
ele0029903,25
ele0025148,25
ele0009118,25
ele0014070,25
ele0018800,25
ele0028328,25
ele0010966,25
ele0012048,25
ele0003181,25
ele0029095,25
ele0022141,25
ele0026355,25
ele0014570,25
ele0015503,25
ele0028471,25
ele0008116,25
ele0026400,25
ele0004299,25
ele0005422,25
ele0022371,25
ele0005865,25
ele0021494,25
ele0013183,25
ele0019123,25
ele0011797,25
ele0021678,25
ele0012358,25
ele0029357,25
ele0026175,25
ele0012398,25
ele0010114,25
ele0012973,25
ele0001920,25
ele0024825,24
ele0023827,24
ele0015872,24
ele0026783,24
ele0014042,24
ele0023946,24
ele0008561,24
ele0022541,24
ele0026399,24
ele0016952,24
ele0016466,24
ele0003686,24
ele0008634,24
ele0020498,24
ele0022941,24
ele0027762,24
ele0001445,24
ele0012137,24
ele0019470,24
ele0012081,24
ele0009819,24
ele0028431,24
ele0020451,24
ele0027385,24
ele0017959,24
ele0012675,24
ele0012396,24
ele0001010,24
ele0001125,24
ele0012645,24
ele0019240,24
ele0029362,24
ele0007054,24
ele0016824,24
ele0022572,24
ele0012656,24
